49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,74,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,74,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,74,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,74,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,74,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,49,49,49,49,49,49,49,49,49,49,49,74,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
98,98,98,98,151,151,151,151,49,49,0,1,1,1,1,1,1,1,1,1,62,157,60,1,1,1,1,1,1,1,1,1,1,1,2,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,159,151,151,151,151,49,49,12,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,159,151,151,151,151,49,49,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,38,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,159,151,151,151,151,49,49,49,49,49,49,74,74,49,49,49,49,49,49,74,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,60,1,1,1,1,1,1,1,2,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,159,88,88,88,88,88,88,88,14,49,49,317,317,317,317,317,317,317,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,159,159,88,88,88,88,88,88,14,49,49,317,317,226,226,226,317,317,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
159,159,159,159,159,159,88,88,88,88,88,14,49,49,317,240,244,244,244,242,317,49,49,49,49,49,49,49,49,49,49,49,12,157,14,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
